# Experiment File Name : card ARV7 _1 01.01.22.sds;;;;;;;;;
# Created By :giulia.salva@gmail.com;;;;;;;;;
# Last Modified Date : 2022-02-10 09:46:08 AM;;;;;;;;;
# Instrument Type : 7900HT Real-Time PCR System;;;;;;;;;
;;;;;;;;;
Experiment Name;Barcode;Well;Target Name;Sample Name;Rn;dRn;Omit;Cycle Number;Passive Ref
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.227;0.0;false;17.0;3.554.396
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.222;-0.001;false;18.0;3.540.421
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.224;0.006;false;19.0;3.530.922
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.232;0.018;false;20.0;3.547.438
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.245;0.036;false;21.0;3.606.259
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.277;0.073;false;22.0;3.570.264
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.338;0.137;false;23.0;3.588.336
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.462;0.266;false;24.0;3.609.723
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;1.688;0.497;false;25.0;3.569.601
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;2.071;0.884;false;26.0;3.604.191
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;2.63;1.447;false;27.0;3.602.146
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;3.294;2.116;false;28.0;3.611.789
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;3.971;2.797;false;29.0;3.631.047
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;4.587;3.418;false;30.0;3.683.549
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;5.13;3.965;false;31.0;3686.66
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;5.597;4.436;false;32.0;3.658.973
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;5.983;4.827;false;33.0;3.715.844
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;6.356;5.205;false;34.0;3680.21
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;6.619;5.472;false;35.0;3.744.792
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;6.809;5.666;false;36.0;3.730.857
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;6.988;5.85;false;37.0;3.732.698
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;7.125;5.991;false;38.0;3.714.045
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;7.235;6.106;false;39.0;3.726.913
card ARV7 _1 01.01.22.sds;;E16;-477916_mir;104;7.29;6.165;false;40.0;3.744.687
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.208;0.003;false;1.0;3669.12
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.202;0.001;false;2.0;3.643.589
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.195;-0.003;false;3.0;3.641.497
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.195;0.001;false;4.0;3657.0
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.194;0.004;false;5.0;3.640.515
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.19;0.004;false;6.0;3.675.627
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.184;0.001;false;7.0;3.687.065
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.181;0.001;false;8.0;3.669.604
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.18;0.003;false;9.0;3701.54
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.178;0.005;false;10.0;3.697.713
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.169;0.0;false;11.0;3.742.148
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.169;0.003;false;12.0;3.727.232
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.154;-0.009;false;13.0;3.785.772
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.156;-0.003;false;14.0;3.742.695
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.154;-0.001;false;15.0;3.746.635
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.147;-0.005;false;16.0;3.817.408
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.145;-0.003;false;17.0;3.811.568
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.14;-0.005;false;18.0;3.839.787
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.143;0.002;false;19.0;3.798.504
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.135;-0.003;false;20.0;3.852.295
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.133;-0.002;false;21.0;3.826.256
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.126;-0.004;false;22.0;3.841.484
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.127;-0.001;false;23.0;3.865.911
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.123;-0.001;false;24.0;3.822.579
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.12;0.0;false;25.0;3.865.878
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.12;0.003;false;26.0;3.834.499
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.126;0.012;false;27.0;3.854.212
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.122;0.012;false;28.0;3.864.878
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.138;0.032;false;29.0;3.880.529
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.147;0.044;false;30.0;3.894.709
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.179;0.08;false;31.0;3.872.178
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.217;0.121;false;32.0;3.899.169
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.28;0.188;false;33.0;3.851.601
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.368;0.279;false;34.0;3.846.988
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.49;0.404;false;35.0;3.884.316
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.624;0.542;false;36.0;3853.43
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.771;0.693;false;37.0;3.831.922
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;1.922;0.848;false;38.0;3.866.476
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;2.069;0.998;false;39.0;3.863.677
card ARV7 _1 01.01.22.sds;;E17;-477925_mir;104;2.204;1.136;false;40.0;3.877.037
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.232;0.015;false;1.0;3.822.381
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.219;0.006;false;2.0;3.816.165
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.209;0.001;false;3.0;3.795.874
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.204;0.001;false;4.0;3.798.172
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.203;0.004;false;5.0;3.819.299
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.197;0.003;false;6.0;3.866.378
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.193;0.003;false;7.0;3.804.414
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.183;-0.002;false;8.0;3.830.493
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.178;-0.003;false;9.0;3.924.584
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.178;0.002;false;10.0;3.842.151
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.172;0.0;false;11.0;3.889.109
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.163;-0.004;false;12.0;3.873.622
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.16;-0.003;false;13.0;3.874.288
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.157;-0.001;false;14.0;3.938.031
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.15;-0.003;false;15.0;3.883.807
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.145;-0.004;false;16.0;3.926.532
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.139;-0.005;false;17.0;3.928.931
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.137;-0.003;false;18.0;3953.58
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.131;-0.004;false;19.0;3.972.156
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.135;0.004;false;20.0;3.979.877
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.125;-0.001;false;21.0;3.981.039
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.127;0.005;false;22.0;3.972.287
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.126;0.009;false;23.0;3.982.199
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.128;0.016;false;24.0;3.919.844
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.137;0.029;false;25.0;4.011.511
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.147;0.044;false;26.0;3.991.837
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.157;0.058;false;27.0;4.041.591
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.174;0.08;false;28.0;4.050.553
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.196;0.106;false;29.0;4.010.156
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.215;0.13;false;30.0;4.027.296
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.236;0.155;false;31.0;4031.85
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.251;0.174;false;32.0;4.021.685
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.271;0.2;false;33.0;3.995.883
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.288;0.221;false;34.0;4005.67
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.295;0.232;false;35.0;4.075.243
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.305;0.247;false;36.0;4.025.611
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.315;0.261;false;37.0;3.993.335
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.319;0.27;false;38.0;4.020.922
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.329;0.285;false;39.0;4.077.779
card ARV7 _1 01.01.22.sds;;E18;-477967_mir;104;1.334;0.294;false;40.0;4.043.964
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.947;0.007;false;1.0;3.830.132
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.939;0.003;false;2.0;3.856.175
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.933;-0.002;false;3.0;3.847.673
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.929;-0.003;false;4.0;3.904.144
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.933;0.003;false;5.0;3.832.345
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.928;0.002;false;6.0;3.875.689
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.923;-0.001;false;7.0;3.935.218
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.924;0.002;false;8.0;3.919.339
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.92;0.001;false;9.0;3.900.476
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.919;0.001;false;10.0;3.914.811
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.917;0.002;false;11.0;3.949.853
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.91;-0.002;false;12.0;3.975.244
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.91;0.0;false;13.0;3.990.115
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.906;-0.002;false;14.0;4.000.545
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.905;0.0;false;15.0;4.032.787
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.903;0.0;false;16.0;4.040.274
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.898;-0.001;false;17.0;4.033.362
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.898;0.0;false;18.0;4.061.567
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.894;-0.001;false;19.0;4060.97
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.893;0.0;false;20.0;4.081.484
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.889;-0.001;false;21.0;4.072.616
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.889;0.002;false;22.0;4.091.429
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.89;0.005;false;23.0;4.124.857
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.897;0.014;false;24.0;4.057.715
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.903;0.023;false;25.0;4.128.181
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.916;0.038;false;26.0;4121.3
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.946;0.071;false;27.0;4.120.286
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;0.989;0.116;false;28.0;4.137.038
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;1.061;0.191;false;29.0;4.140.564
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;1.172;0.304;false;30.0;4.176.315
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;1.33;0.465;false;31.0;4.093.108
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;1.53;0.668;false;32.0;4089.33
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;1.777;0.916;false;33.0;4.047.534
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;2.041;1.183;false;34.0;4101.23
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;2.317;1.461;false;35.0;4.139.222
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;2.572;1.719;false;36.0;4.037.373
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;2.809;1.959;false;37.0;4.043.203
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;3.026;2.178;false;38.0;4.007.003
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;3.205;2.359;false;39.0;4.173.873
card ARV7 _1 01.01.22.sds;;E19;-477982_mir;104;3.369;2.525;false;40.0;4.123.016
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.314;-0.012;false;1.0;3.741.866
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.323;-0.003;false;2.0;3.768.071
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.321;-0.006;false;3.0;3.772.686
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.32;-0.006;false;4.0;3.778.567
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.327;0.001;false;5.0;3.735.682
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.326;0.0;false;6.0;3.766.243
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.327;0.001;false;7.0;3.801.952
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.329;0.004;false;8.0;3.799.166
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.325;0.0;false;9.0;3.781.319
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.327;0.002;false;10.0;3.797.606
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.327;0.003;false;11.0;3792.8
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.328;0.004;false;12.0;3.812.319
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.325;0.0;false;13.0;3867.82
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.326;0.002;false;14.0;3.854.191
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.325;0.001;false;15.0;3.909.179
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.326;0.002;false;16.0;3.915.705
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.325;0.001;false;17.0;3.908.626
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.324;0.0;false;18.0;3.930.267
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.324;0.001;false;19.0;3.914.455
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.319;-0.004;false;20.0;3.932.736
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.317;-0.006;false;21.0;3.952.496
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.322;-0.001;false;22.0;3.954.596
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.324;0.001;false;23.0;3.972.474
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.329;0.006;false;24.0;3.987.896
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.338;0.016;false;25.0;4.011.951
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.359;0.036;false;26.0;3.981.805
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.381;0.059;false;27.0;4.012.621
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.411;0.089;false;28.0;3.982.548
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.445;0.123;false;29.0;4.024.435
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.483;0.162;false;30.0;4.024.242
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.525;0.203;false;31.0;4.017.015
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.571;0.249;false;32.0;4007.04
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.605;0.284;false;33.0;4.039.486
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.647;0.326;false;34.0;4.014.936
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.69;0.369;false;35.0;4.033.139
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.722;0.402;false;36.0;4.013.924
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.761;0.441;false;37.0;4.012.556
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.793;0.472;false;38.0;4.056.467
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.833;0.512;false;39.0;4.037.337
card ARV7 _1 01.01.22.sds;;E20;-478323_mir;104;1.865;0.545;false;40.0;4.031.828
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.653;-0.013;false;1.0;4008.76
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.659;-0.009;false;2.0;4.022.373
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.662;-0.007;false;3.0;4.066.081
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.663;-0.008;false;4.0;4.043.442
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.671;-0.001;false;5.0;4.054.388
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.675;0.001;false;6.0;4.025.192
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.677;0.001;false;7.0;4.076.828
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.683;0.006;false;8.0;4.093.727
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.681;0.002;false;9.0;4.068.642
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.681;0.001;false;10.0;4.099.338
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.686;0.003;false;11.0;4.063.618
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.689;0.005;false;12.0;4.125.583
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.691;0.005;false;13.0;4.159.676
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.692;0.004;false;14.0;4.132.115
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.692;0.002;false;15.0;4.172.318
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.69;-0.001;false;16.0;4.198.248
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.691;-0.002;false;17.0;4.215.464
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.692;-0.002;false;18.0;4.197.262
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.691;-0.005;false;19.0;4.234.195
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.694;-0.003;false;20.0;4.266.604
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.698;-0.002;false;21.0;4.237.019
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.7;-0.001;false;22.0;4.253.441
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.707;0.004;false;23.0;4.249.472
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.715;0.011;false;24.0;4.264.689
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.727;0.021;false;25.0;4.275.788
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.738;0.03;false;26.0;4.292.521
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.75;0.04;false;27.0;4291.38
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.767;0.056;false;28.0;4.307.557
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.782;0.07;false;29.0;4.315.842
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.798;0.083;false;30.0;4.360.797
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.812;0.096;false;31.0;4.327.925
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.826;0.108;false;32.0;4.299.284
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.834;0.115;false;33.0;4317.45
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.84;0.118;false;34.0;4.331.748
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.846;0.123;false;35.0;4.353.381
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.855;0.131;false;36.0;4.336.086
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.862;0.135;false;37.0;4.332.388
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.866;0.138;false;38.0;4.321.809
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.87;0.141;false;39.0;4.382.251
card ARV7 _1 01.01.22.sds;;E21;-478074_mir;104;0.88;0.148;false;40.0;4.334.754
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.593;0.047;false;1.0;4.111.366
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.589;0.034;false;2.0;4.147.013
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.595;0.032;false;3.0;4.153.167
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.595;0.023;false;4.0;4.231.247
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.615;0.034;false;5.0;4.172.536
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.629;0.039;false;6.0;4.178.858
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.628;0.029;false;7.0;4.209.993
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.644;0.037;false;8.0;4.211.782
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.629;0.013;false;9.0;4.213.423
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.645;0.02;false;10.0;4.228.003
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.639;0.006;false;11.0;4.253.479
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.645;0.003;false;12.0;4.249.836
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.642;-0.009;false;13.0;4285.75
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.644;-0.015;false;14.0;4.290.382
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.65;-0.017;false;15.0;4.318.604
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.643;-0.033;false;16.0;4.332.425
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.673;-0.012;false;17.0;4.313.537
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.667;-0.027;false;18.0;4.379.981
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.674;-0.028;false;19.0;4.376.504
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.683;-0.028;false;20.0;4.376.052
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.692;-0.028;false;21.0;4.381.027
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.685;-0.044;false;22.0;4.425.091
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.714;-0.024;false;23.0;4.389.355
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.725;-0.021;false;24.0;4.389.683
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.724;-0.031;false;25.0;4410.13
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.731;-0.033;false;26.0;4.434.204
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.747;-0.025;false;27.0;4.456.029
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.733;-0.048;false;28.0;4466.04
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.774;-0.015;false;29.0;4.466.465
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.76;-0.038;false;30.0;4.471.527
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.783;-0.024;false;31.0;4.419.365
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.8;-0.016;false;32.0;4.430.968
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.813;-0.011;false;33.0;4.482.726
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.847;0.014;false;34.0;4.469.882
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.87;0.028;false;35.0;4.449.124
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.894;0.044;false;36.0;4.473.588
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.922;0.063;false;37.0;4.446.805
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.935;0.068;false;38.0;4.493.544
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.95;0.074;false;39.0;4524.75
card ARV7 _1 01.01.22.sds;;E22;-478350_mir;104;3.988;0.103;false;40.0;4.503.816
card ARV7 _1 01.01.22.sds;;E23;-477952_mir;104;0.968;-0.008;false;1.0;4324.33
card ARV7 _1 01.01.22.sds;;E23;-477952_mir;104;0.966;-0.007;false;2.0;4.368.894
card ARV7 _1 01.01.22.sds;;E23;-477952_mir;104;0.963;-0.006;false;3.0;4338.14
card ARV7 _1 01.01.22.sds;;E23;-477952_mir;104;0.964;-0.002;false;4.0;4.378.695
card ARV7 _1 01.01.22.sds;;E23;-477952_mir;104;0.964;0.001;false;5.0;4.373.612
